timestamp,global_x,global_y,global_theta,delta_x,delta_y,delta_theta,enc_left,enc_right,acc_x,acc_y,acc_z,omega_enc,omega_imu,slip_spike,k_scaled
1.777855745522077084e+09,3.467191203839225522e-01,-2.837689933677254306e-01,-1.549110654798623532e+00,-4.818471197084826102e-02,-1.663142803920239152e-02,1.858276709285502093e-01,4.950000000000000000e+02,2.319000000000000000e+03,-3.060000000000000000e+03,9.160000000000000000e+02,2.090000000000000000e+04,4.000000000000000000e+02,3.534100000000000250e+02,5.809000000000000341e+01,4.920000000000000000e+02
1.777855745662945032e+09,3.363483039873890190e-01,-2.334905788275634941e-01,-1.368235575329164178e+00,-5.049147332547432310e-02,-9.278142207677714942e-03,1.808750794694593822e-01,5.090000000000000000e+02,2.384000000000000000e+03,-2.732000000000000000e+03,-1.940000000000000000e+03,1.993600000000000000e+04,4.000000000000000000e+02,3.771000000000000227e+02,2.855999999999999872e+01,4.920000000000000000e+02
1.777855745804161072e+09,3.104524969030503234e-01,-1.801970807644962813e-01,-1.189949718728016581e+00,-5.741356897475954901e-02,-1.464485772986442655e-02,1.782858566011475687e-01,5.250000000000000000e+02,2.462000000000000000e+03,-1.552000000000000000e+03,7.680000000000000000e+02,1.696400000000000000e+04,4.400000000000000000e+02,3.685000000000000000e+02,8.106999999999999318e+01,4.920000000000000000e+02
1.777855745944663286e+09,2.709904816870123412e-01,-1.266317545011083900e-01,-1.025585397901192186e+00,-6.439567514274036064e-02,-1.672399011972538346e-02,1.643643208268242006e-01,5.420000000000000000e+02,2.540000000000000000e+03,-5.380000000000000000e+03,2.960000000000000000e+02,1.584000000000000000e+04,4.800000000000000000e+02,3.773399999999999750e+02,1.067199999999999989e+02,4.920000000000000000e+02
1.777855746085325718e+09,2.271379659352461000e-01,-7.602964561755140571e-02,-8.476752507363747302e-01,-6.600755670542002296e-02,-1.125251167531212890e-02,1.779101471648174837e-01,5.560000000000000000e+02,2.606000000000000000e+03,-6.200000000000000000e+02,1.124000000000000000e+03,9.548000000000000000e+03,4.000000000000000000e+02,3.678000000000000114e+02,4.014000000000000057e+01,4.920000000000000000e+02
1.777855746225841522e+09,1.797830549775260578e-01,-2.482496825097939286e-02,-7.100371570714578695e-01,-6.972646953504994805e-02,-1.620500603545874281e-03,1.376380936649168052e-01,5.730000000000000000e+02,2.683000000000000000e+03,-1.784000000000000000e+03,-1.696000000000000000e+03,2.120800000000000000e+04,4.166700000000000159e+02,3.425699999999999932e+02,8.870000000000000284e+01,4.920000000000000000e+02
1.777855746366489649e+09,1.279276207665972498e-01,2.919511859369689627e-03,-5.549621555136931006e-01,-5.740949927149151255e-02,-1.276290042248010709e-02,1.550750015577646856e-01,5.870000000000000000e+02,2.749000000000000000e+03,2.508000000000000000e+03,4.360000000000000000e+02,7.132000000000000000e+03,4.583299999999999841e+02,3.791800000000000068e+02,8.615999999999999659e+01,4.920000000000000000e+02
1.777855746508505821e+09,8.904663306044369175e-02,2.531922175183196760e-02,-3.866276936879070592e-01,-4.484840048722130157e-02,-1.448855413884163465e-03,1.683344618257861247e-01,6.040000000000000000e+02,2.826000000000000000e+03,-7.764000000000000000e+03,1.068000000000000000e+03,1.942400000000000000e+04,4.000000000000000000e+02,3.541399999999999864e+02,5.717999999999999972e+01,4.920000000000000000e+02
1.777855746648614883e+09,4.357831667036372175e-02,3.956729945477627242e-02,-2.559103230399663587e-01,-4.748459650721051362e-02,-3.948241143212792223e-03,1.307173706479406727e-01,6.210000000000000000e+02,2.906000000000000000e+03,1.829600000000000000e+04,6.772000000000000000e+03,-1.640000000000000000e+04,4.583299999999999841e+02,3.131000000000000227e+02,1.580900000000000034e+02,4.920000000000000000e+02
1.777855746790596962e+09,3.489153452277904410e-03,7.362354747567706470e-02,1.281465940512383980e-02,-4.740411857601196238e-02,2.279953023241537702e-02,2.687249824450902991e-01,6.340000000000000000e+02,2.959000000000000000e+03,-3.548000000000000000e+03,9.520000000000000000e+02,1.684000000000000000e+04,3.461499999999999773e+02,2.768999999999999773e+02,9.975000000000000000e+01,4.920000000000000000e+02
1.777855746930486202e+09,-4.290717520794534723e-02,6.728909884887039616e-02,8.640897837835644080e-02,-4.647369079432427802e-02,-5.739391649524363051e-03,7.359431897323263916e-02,6.500000000000000000e+02,3.026000000000000000e+03,-2.800000000000000000e+03,-4.564000000000000000e+03,2.285200000000000000e+04,3.600000000000000000e+02,2.119300000000000068e+02,2.050900000000000034e+02,4.920000000000000000e+02
1.777855747099915743e+09,-9.390585617890062631e-02,5.678950643169861090e-02,2.011497362563628433e-01,-5.171453875002775952e-02,-6.059157002081040980e-03,1.147407578780064302e-01,6.690000000000000000e+02,3.117000000000000000e+03,-1.180000000000000000e+03,-2.172000000000000000e+03,1.510400000000000000e+04,4.230799999999999841e+02,2.819300000000000068e+02,1.664099999999999966e+02,4.920000000000000000e+02
1.777855747217326164e+09,-1.286104582549473796e-01,4.045504025619191951e-02,3.242900339794180242e-01,-3.726843226729840280e-02,-9.071281432813117426e-03,1.231402977230552087e-01,6.810000000000000000e+02,3.166000000000000000e+03,-8.120000000000000000e+02,1.016000000000000000e+03,1.438800000000000000e+04,3.461499999999999773e+02,3.064800000000000182e+02,5.714000000000000057e+01,4.920000000000000000e+02
1.777855747359346151e+09,-1.914689689705172670e-01,6.929666186302106679e-03,4.683365420470103624e-01,-7.026453617831758536e-02,-1.174895874328080875e-02,1.440465080675924214e-01,6.980000000000000000e+02,3.245000000000000000e+03,-4.448000000000000000e+03,-1.032000000000000000e+03,1.910000000000000000e+04,4.800000000000000000e+02,2.869200000000000159e+02,2.007100000000000080e+02,4.920000000000000000e+02
1.777855747496167421e+09,-2.129731439669327320e-01,1.417998560856416172e-03,5.149332152102541471e-01,-2.167659523253082435e-02,4.788866401860152923e-03,4.659667316324379166e-02,7.110000000000000000e+02,3.309000000000000000e+03,2.796000000000000000e+03,-3.540000000000000000e+03,7.224000000000000000e+03,4.230799999999999841e+02,3.002200000000000273e+02,1.448600000000000136e+02,4.920000000000000000e+02
1.777855747638464928e+09,-2.642712809857160061e-01,-4.280369631351584742e-02,6.446814159150641155e-01,-6.642423810101022452e-02,-1.322413520273525885e-02,1.297482007048099406e-01,7.280000000000000000e+02,3.382000000000000000e+03,-4.620000000000000000e+03,-1.412000000000000000e+03,1.905600000000000000e+04,4.000000000000000000e+02,3.068299999999999841e+02,1.161700000000000017e+02,4.920000000000000000e+02
1.777855747785757065e+09,-2.751821725798767049e-01,-7.581238978239485116e-02,7.383859374945258569e-01,-2.855735087050507298e-02,-1.982672719237342854e-02,9.370452157946179694e-02,7.450000000000000000e+02,3.461000000000000000e+03,-8.580000000000000000e+03,2.188000000000000000e+03,1.989600000000000000e+04,4.000000000000000000e+02,3.419900000000000091e+02,7.232999999999999829e+01,4.920000000000000000e+02
1.777855747971032619e+09,-2.972162232246468583e-01,-1.265215497272814960e-01,9.020530119785472589e-01,-5.042750007215408142e-02,-2.267124889822523179e-02,1.636670744840214020e-01,7.660000000000000000e+02,3.550000000000000000e+03,-4.344000000000000000e+03,2.804000000000000000e+03,1.466400000000000000e+04,4.400000000000000000e+02,3.549200000000000159e+02,9.645999999999999375e+01,4.920000000000000000e+02
